OBS, STN, SST, MWHT, WHDIR, CDIR, SWP
조위관측,인천,23.58,-999.0,-999.0,-999.0,-999.0
조위관측,평택,22.3,-999.0,-999.0,-999.0,-999.0
조위관측,영광,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,제주,25.4,-999.0,-999.0,-999.0,-999.0
조위관측,부산,22.63,-999.0,-999.0,-999.0,-999.0
조위관측,묵호,21.83,-999.0,-999.0,-999.0,-999.0
조위관측,목포,23.18,-999.0,-999.0,-999.0,-999.0
조위관측,안산,24.54,-999.0,-999.0,-999.0,-999.0
조위관측,포항,22.78,-999.0,-999.0,-999.0,-999.0
조위관측,서귀포,23.4,-999.0,-999.0,-999.0,-999.0
조위관측,후포,20.2,-999.0,-999.0,-999.0,-999.0
조위관측,속초,19.86,-999.0,-999.0,-999.0,-999.0
조위관측,울릉도,23.48,-999.0,-999.0,-999.0,-999.0
조위관측,통영,22.8,-999.0,-999.0,-999.0,-999.0
조위관측,마산,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,여수,24.99,-999.0,-999.0,-999.0,-999.0
조위관측,대산,19.08,-999.0,-999.0,-999.0,-999.0
조위관측,군산,23.14,-999.0,-999.0,-999.0,-999.0
조위관측,가덕도,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,울산,18.23,-999.0,-999.0,-999.0,-999.0
조위관측,추자도,20.7,-999.0,-999.0,-999.0,-999.0
조위관측,성산포,22.7,-999.0,-999.0,-999.0,-999.0
조위관측,모슬포,23.78,-999.0,-999.0,-999.0,-999.0
조위관측,장항,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,보령,24.2,-999.0,-999.0,-999.0,-999.0
조위관측,고흥발포,24.69,-999.0,-999.0,-999.0,-999.0
조위관측,완도,21.68,-999.0,-999.0,-999.0,-999.0
조위관측,진도,22.4,-999.0,-999.0,-999.0,-999.0
조위관측,거제도,20.8,-999.0,-999.0,-999.0,-999.0
조위관측,위도,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,거문도,23.48,-999.0,-999.0,-999.0,-999.0
조위관측,강화대교,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,안흥,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,흑산도,19.99,-999.0,-999.0,-999.0,-999.0
조위관측,어청도,23.32,-999.0,-999.0,-999.0,-999.0
조위관측,굴업도,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,왕돌초,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,복사초,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,교본초,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,영흥도,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,영종대교,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,광양,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,태안,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,서천마량,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,인천송도,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,부산항신항,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,동해항,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,경인항,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,삼천포,24.18,-999.0,-999.0,-999.0,-999.0
해양부이,이어도,26.053,1.52,200.39,-999.0,6.43
해양부이,신안가거초,25.334,1.73,179.65,342.91,6.1
해양부이,옹진소청초,23.255,1.16,178.55,38,5.21
해양부이,경포대해수욕장,23.2,0.23,73,169.1,4.69
해양부이,상왕등도,21.74,0.41,237,269.6,4.91
해양부이,우이도,-999.0,1.38,194,158.5,6.41
해양부이,생일도,21.26,0.5,7,276,5.37
해양부이,해운대해수욕장,21.22,0.32,160,141.6,5.06
해양부이,군산항,22.72,-999.0,-999.0,264.8,-999.0
해양부이,평택·당진항,20.95,-999.0,-999.0,280.5,-999.0
해양부이,대천해수욕장,24.55,0.5,26,204,5
해양부이,여수항,24.11,-999.0,-999.0,354.8,-999.0
해양부이,통영항,23.16,-999.0,-999.0,136.3,-999.0
해양부이,완도항,21.53,-999.0,-999.0,19.6,-999.0
해양부이,부산항,19.89,-999.0,-999.0,240.5,-999.0
해양부이,부산항신항,24.87,-999.0,-999.0,238.9,-999.0
해양부이,경인항,23.83,-999.0,-999.0,175.5,-999.0
해양부이,광양항,24.15,-999.0,-999.0,17.5,-999.0
해양부이,태안항,18.43,-999.0,-999.0,238.1,-999.0
해양부이,감천항,16.53,0.1,-999.0,-999.0,5.2
해양부이,인천항,22.5,-999.0,-999.0,239.5,-999.0
해양부이,마산항,24.67,-999.0,-999.0,134.1,-999.0
해양부이,송정해수욕장,22.02,0.34,77,55.5,4.15
해양부이,낙산해수욕장,22.77,0.19,30,28.9,4.09
해양부이,중문해수욕장,23.66,0.85,197,291.5,5.16
해양부이,제주남부,26.6,-999.0,-999.0,-999.0,-999.0
해양부이,대한해협,23.7,0.46,207,52,4.7
해양부이,남해동부,-999.0,-999.0,-999.0,-999.0,-999.0
해양부이,제주해협,26.9,0.7,248,98,5.3
해양부이,울릉도북동,23.74,0.46,172,285,4.7
해양부이,울릉도북서,25.18,0.37,164,238,4.5
