OBS, STN, SST, MWHT
조위관측,인천,23.54,-999.0
조위관측,평택,22.28,-999.0
조위관측,영광,-999.0,-999.0
조위관측,제주,25.5,-999.0
조위관측,부산,23.26,-999.0
조위관측,묵호,21.75,-999.0
조위관측,목포,23.22,-999.0
조위관측,안산,24.51,-999.0
조위관측,포항,23.11,-999.0
조위관측,서귀포,23.4,-999.0
조위관측,후포,23.1,-999.0
조위관측,속초,20.9,-999.0
조위관측,울릉도,23.51,-999.0
조위관측,통영,22.8,-999.0
조위관측,마산,-999.0,-999.0
조위관측,여수,24.28,-999.0
조위관측,대산,19.01,-999.0
조위관측,군산,22.41,-999.0
조위관측,가덕도,-999.0,-999.0
조위관측,울산,18.38,-999.0
조위관측,추자도,23.7,-999.0
조위관측,성산포,23.1,-999.0
조위관측,모슬포,22.24,-999.0
조위관측,장항,-999.0,-999.0
조위관측,보령,24.1,-999.0
조위관측,고흥발포,24.84,-999.0
조위관측,완도,22.04,-999.0
조위관측,진도,20.21,-999.0
조위관측,거제도,21.6,-999.0
조위관측,위도,-999.0,-999.0
조위관측,거문도,23.66,-999.0
조위관측,강화대교,-999.0,-999.0
조위관측,안흥,-999.0,-999.0
조위관측,흑산도,22.2,-999.0
조위관측,어청도,22.86,-999.0
조위관측,굴업도,-999.0,-999.0
조위관측,왕돌초,-999.0,-999.0
조위관측,복사초,-999.0,-999.0
조위관측,교본초,-999.0,-999.0
조위관측,영흥도,-999.0,-999.0
조위관측,영종대교,-999.0,-999.0
조위관측,광양,-999.0,-999.0
조위관측,태안,-999.0,-999.0
조위관측,서천마량,-999.0,-999.0
조위관측,인천송도,-999.0,-999.0
조위관측,부산항신항,-999.0,-999.0
조위관측,동해항,-999.0,-999.0
조위관측,경인항,-999.0,-999.0
조위관측,삼천포,24.32,-999.0
해양부이,이어도,26.001,1.36
해양부이,신안가거초,24.712,1.68
해양부이,옹진소청초,22.992,1.19
해양부이,경포대해수욕장,23.12,0.2
해양부이,상왕등도,22.94,0.46
해양부이,우이도,-999.0,1.26
해양부이,생일도,20.74,0.51
해양부이,해운대해수욕장,21.32,0.28
해양부이,군산항,22.51,-999.0
해양부이,평택·당진항,20.13,-999.0
해양부이,대천해수욕장,24.25,0.43
해양부이,여수항,24.74,-999.0
해양부이,통영항,21.46,-999.0
해양부이,완도항,21.31,-999.0
해양부이,부산항,19.61,-999.0
해양부이,부산항신항,24.31,-999.0
해양부이,경인항,23.69,-999.0
해양부이,광양항,23.9,-999.0
해양부이,태안항,19.78,-999.0
해양부이,감천항,21.42,0.09
해양부이,인천항,22.36,-999.0
해양부이,마산항,24.3,-999.0
해양부이,송정해수욕장,21.53,0.48
해양부이,낙산해수욕장,23.32,0.21
해양부이,중문해수욕장,23.88,0.98
해양부이,제주남부,26.6,-999.0
해양부이,대한해협,23.7,0.46
해양부이,남해동부,-999.0,-999.0
해양부이,제주해협,26.9,0.7
해양부이,울릉도북동,23.74,0.46
해양부이,울릉도북서,25.18,0.37
