OBS, STN, SST, MWHT
조위관측,인천,25,-999.0
조위관측,평택,-999.0,-999.0
조위관측,영광,-999.0,-999.0
조위관측,제주,26.66,-999.0
조위관측,부산,25.08,-999.0
조위관측,묵호,22.73,-999.0
조위관측,목포,25.65,-999.0
조위관측,안산,25.01,-999.0
조위관측,포항,24.8,-999.0
조위관측,서귀포,24.74,-999.0
조위관측,후포,24.5,-999.0
조위관측,속초,22.49,-999.0
조위관측,울릉도,24.91,-999.0
조위관측,통영,26.16,-999.0
조위관측,마산,-999.0,-999.0
조위관측,여수,26.55,-999.0
조위관측,대산,23.37,-999.0
조위관측,군산,25.81,-999.0
조위관측,가덕도,-999.0,-999.0
조위관측,울산,23.73,-999.0
조위관측,추자도,25.91,-999.0
조위관측,성산포,26.56,-999.0
조위관측,모슬포,25.94,-999.0
조위관측,장항,-999.0,-999.0
조위관측,보령,26.33,-999.0
조위관측,고흥발포,27.12,-999.0
조위관측,완도,24.86,-999.0
조위관측,진도,23.48,-999.0
조위관측,거제도,25.12,-999.0
조위관측,위도,-999.0,-999.0
조위관측,거문도,23.45,-999.0
조위관측,강화대교,-999.0,-999.0
조위관측,안흥,-999.0,-999.0
조위관측,흑산도,25.8,-999.0
조위관측,어청도,24.87,-999.0
조위관측,굴업도,-999.0,-999.0
조위관측,왕돌초,-999.0,-999.0
조위관측,복사초,-999.0,-999.0
조위관측,교본초,-999.0,-999.0
조위관측,영흥도,-999.0,-999.0
조위관측,영종대교,-999.0,-999.0
조위관측,광양,-999.0,-999.0
조위관측,태안,-999.0,-999.0
조위관측,서천마량,-999.0,-999.0
조위관측,인천송도,-999.0,-999.0
조위관측,부산항신항,-999.0,-999.0
조위관측,동해항,-999.0,-999.0
조위관측,경인항,-999.0,-999.0
조위관측,삼천포,26.77,-999.0
해양부이,이어도,27.909,0.47
해양부이,신안가거초,25.82,0.74
해양부이,옹진소청초,25.836,0.49
해양부이,경포대해수욕장,22.29,0.98
해양부이,상왕등도,25.25,0.48
해양부이,우이도,23.27,0.7
해양부이,생일도,24.29,0.31
해양부이,해운대해수욕장,24.71,0.66
해양부이,군산항,24.33,-999.0
해양부이,평택·당진항,24.46,-999.0
해양부이,대천해수욕장,25.33,0.29
해양부이,여수항,26.47,-999.0
해양부이,통영항,26,-999.0
해양부이,완도항,25.44,-999.0
해양부이,부산항,24.4,-999.0
해양부이,부산항신항,25.94,-999.0
해양부이,경인항,25.49,-999.0
해양부이,광양항,27.54,-999.0
해양부이,태안항,23.3,-999.0
해양부이,감천항,24.77,0.15
해양부이,인천항,24.7,-999.0
해양부이,마산항,27.09,-999.0
해양부이,송정해수욕장,25.02,1.08
해양부이,낙산해수욕장,22.44,1.01
해양부이,중문해수욕장,25.73,0.5
해양부이,제주남부,28.32,0.96
해양부이,대한해협,26.58,1.75
해양부이,남해동부,26.52,1.51
해양부이,제주해협,26.97,0.54
해양부이,울릉도북동,23.25,1.09
해양부이,울릉도북서,24.8,1.13
