OBS, STN, SST, MWHT
조위관측,인천,24.96,-999.0
조위관측,평택,-999.0,-999.0
조위관측,영광,-999.0,-999.0
조위관측,제주,26.63,-999.0
조위관측,부산,24.11,-999.0
조위관측,묵호,22.84,-999.0
조위관측,목포,25.67,-999.0
조위관측,안산,24.99,-999.0
조위관측,포항,24.68,-999.0
조위관측,서귀포,24.67,-999.0
조위관측,후포,24.7,-999.0
조위관측,속초,22.52,-999.0
조위관측,울릉도,23.89,-999.0
조위관측,통영,26.16,-999.0
조위관측,마산,-999.0,-999.0
조위관측,여수,26.59,-999.0
조위관측,대산,23.36,-999.0
조위관측,군산,25.92,-999.0
조위관측,가덕도,-999.0,-999.0
조위관측,울산,22.89,-999.0
조위관측,추자도,25.11,-999.0
조위관측,성산포,26.2,-999.0
조위관측,모슬포,24.75,-999.0
조위관측,장항,-999.0,-999.0
조위관측,보령,26.21,-999.0
조위관측,고흥발포,27.03,-999.0
조위관측,완도,25,-999.0
조위관측,진도,25.51,-999.0
조위관측,거제도,24.73,-999.0
조위관측,위도,-999.0,-999.0
조위관측,거문도,23.46,-999.0
조위관측,강화대교,-999.0,-999.0
조위관측,안흥,-999.0,-999.0
조위관측,흑산도,24.72,-999.0
조위관측,어청도,24.95,-999.0
조위관측,굴업도,-999.0,-999.0
조위관측,왕돌초,-999.0,-999.0
조위관측,복사초,-999.0,-999.0
조위관측,교본초,-999.0,-999.0
조위관측,영흥도,-999.0,-999.0
조위관측,영종대교,-999.0,-999.0
조위관측,광양,-999.0,-999.0
조위관측,태안,-999.0,-999.0
조위관측,서천마량,-999.0,-999.0
조위관측,인천송도,-999.0,-999.0
조위관측,부산항신항,-999.0,-999.0
조위관측,동해항,-999.0,-999.0
조위관측,경인항,-999.0,-999.0
조위관측,삼천포,26.4,-999.0
해양부이,이어도,27.739,0.65
해양부이,신안가거초,25.231,0.72
해양부이,옹진소청초,25.511,0.51
해양부이,경포대해수욕장,23.49,0.84
해양부이,상왕등도,25.24,0.42
해양부이,우이도,22.62,0.55
해양부이,생일도,24.72,0.35
해양부이,해운대해수욕장,24.8,0.82
해양부이,군산항,24.94,-999.0
해양부이,평택·당진항,24.52,-999.0
해양부이,대천해수욕장,25.6,0.22
해양부이,여수항,26.25,-999.0
해양부이,통영항,26.05,-999.0
해양부이,완도항,25.38,-999.0
해양부이,부산항,24.7,-999.0
해양부이,부산항신항,25.92,-999.0
해양부이,경인항,25.32,-999.0
해양부이,광양항,24.86,-999.0
해양부이,태안항,23.35,-999.0
해양부이,감천항,22.21,0.12
해양부이,인천항,24.72,-999.0
해양부이,마산항,27.11,-999.0
해양부이,송정해수욕장,25.64,1.11
해양부이,낙산해수욕장,22.75,0.84
해양부이,중문해수욕장,25.98,0.35
해양부이,제주남부,28.2,0.64
해양부이,대한해협,26.41,1.87
해양부이,남해동부,26.3,1.65
해양부이,제주해협,27.03,0.58
해양부이,울릉도북동,24.02,0.71
해양부이,울릉도북서,24.99,0.85
