FC_AREA,DATE,HR,MEAN_TEMP,TEMP_SCRE,MEAN_WSPD,WSPD_SCRE,MEAN_SST,SST_SCRE,MEAN_WHT,WAVE_SCRE,MUL,MUL_SCRE,MEAN_CURR,CURR_SCRE,MEAN_SKY,SKY_SCRE,CARNIVAL_NUM,MEAN_RAIN,WARN_SEA,WARN_LAND,FINAL_SCRE,SCRE_CLASS
CN,20210902,AM,22.5,21.6,4.9,15.7,26.1,6.8,0.3,9.6,3.0,6.9,,0.0,4.0,7.2,1,1.9,-,-,60.0,보통
CN,20210902,PM,22.6,21.4,6.2,13.4,25.9,7.0,0.4,9.6,3.0,6.9,,0.0,4.0,7.2,1,7.4,-,-,45.0,나쁨
CN,20210903,AM,23.8,19.3,6.2,13.4,25.6,7.1,0.3,9.6,4.0,5.5,,0.0,4.0,7.2,1,6.1,-,-,45.0,나쁨
CN,20210903,PM,25.0,17.2,5.4,14.8,25.9,7.0,0.4,9.6,4.0,5.5,,0.0,4.0,7.2,1,0.3,-,-,60.0,보통
CN,20210904,AM,23.1,20.5,7.1,11.9,25.5,7.2,0.2,9.6,5.0,5.5,,0.0,1.7,24.1,1,0.0,-,-,80.8,매우좋음
CN,20210904,PM,24.6,17.9,6.7,12.6,25.6,7.1,0.2,9.6,5.0,5.5,,0.0,1.9,24.1,1,0.0,-,-,78.8,매우좋음
CN,20210905,DY,24.6,17.9,8.0,10.3,25.5,7.2,0.9,8.3,6.0,5.5,,0.0,3.0,16.9,1,0.0,-,-,68.1,좋음
CN,20210906,DY,24.5,18.1,7.6,11.0,25.3,7.3,1.3,5.3,7.0,3.4,,0.0,3.0,16.9,1,0.0,-,-,64.0,보통
CN,20210907,DY,25.5,16.4,11.7,4.0,25.4,7.3,1.3,5.3,8.0,3.4,,0.0,4.0,7.2,1,0.0,-,-,45.6,나쁨
CN,20210908,DY,24.5,18.1,3.0,19.0,25.5,7.2,0.3,9.6,9.0,3.4,,0.0,3.2,16.9,1,0.0,-,-,76.2,매우좋음
IS,20210902,AM,24.1,12.0,6.1,8.7,24.7,12.7,0.7,13.4,3.0,15.5,0.4,1.6,4.0,4.6,1,3.2,-,-,60.0,보통
IS,20210902,PM,24.2,11.9,7.5,7.2,24.7,12.7,0.6,14.4,3.0,15.5,0.3,3.0,4.0,4.6,1,6.4,-,-,45.0,나쁨
IS,20210903,AM,24.6,11.5,9.2,5.3,25.0,12.4,0.9,11.3,4.0,12.4,0.2,4.4,4.0,4.6,1,8.5,-,-,45.0,나쁨
IS,20210903,PM,25.2,10.8,8.6,6.0,25.3,12.1,0.9,11.3,4.0,12.4,0.3,3.0,4.0,4.6,1,0.7,-,-,60.0,보통
IS,20210904,AM,24.2,11.9,9.7,4.8,24.9,12.5,0.6,14.4,5.0,12.4,0.2,4.4,3.7,4.6,1,0.0,-,-,67.0,좋음
IS,20210904,PM,24.8,11.3,10.0,4.4,25.1,12.3,0.6,14.4,5.0,12.4,0.3,3.0,3.4,10.8,1,0.0,-,-,70.6,좋음
IS,20210905,DY,25.0,11.1,11.0,3.3,24.7,12.7,1.7,3.1,6.0,12.4,0.3,3.0,3.0,10.8,1,0.0,-,-,58.4,보통
IS,20210906,DY,25.6,10.4,9.6,4.9,24.7,12.7,2.0,0.0,7.0,7.7,0.3,3.0,3.0,10.8,1,0.0,-,-,51.5,나쁨
IS,20210907,DY,26.2,9.7,13.9,0.1,25.0,12.4,2.3,0.0,8.0,7.7,0.5,0.2,4.0,4.6,1,0.0,-,-,36.7,매우나쁨
IS,20210908,DY,25.2,10.8,4.2,10.8,24.9,12.5,0.4,13.2,9.0,7.7,0.3,3.0,3.2,10.8,1,0.0,-,-,70.8,좋음
