OBS, STN, SST, MWHT
조위관측,인천,25.72,-999.0
조위관측,평택,25.65,-999.0
조위관측,영광,-999.0,-999.0
조위관측,제주,25.7,-999.0
조위관측,부산,23.92,-999.0
조위관측,묵호,22.68,-999.0
조위관측,목포,25.67,-999.0
조위관측,안산,25.36,-999.0
조위관측,포항,26.09,-999.0
조위관측,서귀포,23.44,-999.0
조위관측,후포,25.5,-999.0
조위관측,속초,22.46,-999.0
조위관측,울릉도,24.39,-999.0
조위관측,통영,26.22,-999.0
조위관측,마산,-999.0,-999.0
조위관측,여수,27.19,-999.0
조위관측,대산,23.45,-999.0
조위관측,군산,25.8,-999.0
조위관측,가덕도,-999.0,-999.0
조위관측,울산,21.56,-999.0
조위관측,추자도,22.77,-999.0
조위관측,성산포,25.08,-999.0
조위관측,모슬포,22.52,-999.0
조위관측,장항,-999.0,-999.0
조위관측,보령,25.93,-999.0
조위관측,고흥발포,26.93,-999.0
조위관측,완도,25.24,-999.0
조위관측,진도,24.93,-999.0
조위관측,거제도,24.37,-999.0
조위관측,위도,-999.0,-999.0
조위관측,거문도,25.5,-999.0
조위관측,강화대교,-999.0,-999.0
조위관측,안흥,-999.0,-999.0
조위관측,흑산도,21.4,-999.0
조위관측,어청도,25.07,-999.0
조위관측,굴업도,-999.0,-999.0
조위관측,왕돌초,-999.0,-999.0
조위관측,복사초,-999.0,-999.0
조위관측,교본초,-999.0,-999.0
조위관측,영흥도,-999.0,-999.0
조위관측,영종대교,-999.0,-999.0
조위관측,광양,-999.0,-999.0
조위관측,태안,-999.0,-999.0
조위관측,서천마량,-999.0,-999.0
조위관측,인천송도,-999.0,-999.0
조위관측,부산항신항,-999.0,-999.0
조위관측,동해항,-999.0,-999.0
조위관측,경인항,-999.0,-999.0
조위관측,삼천포,26.85,-999.0
해양부이,이어도,27.512,0.56
해양부이,신안가거초,26.109,0.81
해양부이,옹진소청초,25.036,0.61
해양부이,경포대해수욕장,23.05,0.2
해양부이,상왕등도,25.6,0.74
해양부이,우이도,22.6,0.59
해양부이,생일도,24.49,0.31
해양부이,해운대해수욕장,20.76,0.38
해양부이,군산항,25.28,-999.0
해양부이,평택·당진항,24.62,-999.0
해양부이,대천해수욕장,25.3,0.38
해양부이,여수항,26.94,-999.0
해양부이,통영항,25.59,-999.0
해양부이,완도항,24.77,-999.0
해양부이,부산항,21.17,-999.0
해양부이,부산항신항,26.3,-999.0
해양부이,경인항,25.7,-999.0
해양부이,광양항,27.29,-999.0
해양부이,태안항,23.01,-999.0
해양부이,감천항,19.66,0.05
해양부이,인천항,25.12,-999.0
해양부이,마산항,26.81,-999.0
해양부이,송정해수욕장,21.05,0.39
해양부이,낙산해수욕장,22.96,0.25
해양부이,중문해수욕장,25.91,0.47
해양부이,제주남부,27.78,0.54
해양부이,대한해협,26.3,0.53
해양부이,남해동부,26.7,0.52
해양부이,제주해협,26.7,0.58
해양부이,울릉도북동,24.17,0.66
해양부이,울릉도북서,25.24,0.56
