OBS, STN, SST, MWHT
조위관측,인천,25.25,-999.0
조위관측,평택,25.6,-999.0
조위관측,영광,-999.0,-999.0
조위관측,제주,26.55,-999.0
조위관측,부산,25.61,-999.0
조위관측,묵호,23.71,-999.0
조위관측,목포,25.56,-999.0
조위관측,안산,25.1,-999.0
조위관측,포항,26.04,-999.0
조위관측,서귀포,24.41,-999.0
조위관측,후포,24.7,-999.0
조위관측,속초,23.49,-999.0
조위관측,울릉도,24.46,-999.0
조위관측,통영,26.35,-999.0
조위관측,마산,-999.0,-999.0
조위관측,여수,26.98,-999.0
조위관측,대산,23.48,-999.0
조위관측,군산,25.74,-999.0
조위관측,가덕도,-999.0,-999.0
조위관측,울산,23.39,-999.0
조위관측,추자도,25.56,-999.0
조위관측,성산포,25.99,-999.0
조위관측,모슬포,24.83,-999.0
조위관측,장항,-999.0,-999.0
조위관측,보령,26.14,-999.0
조위관측,고흥발포,27.08,-999.0
조위관측,완도,25.12,-999.0
조위관측,진도,23.59,-999.0
조위관측,거제도,25.78,-999.0
조위관측,위도,-999.0,-999.0
조위관측,거문도,24.67,-999.0
조위관측,강화대교,-999.0,-999.0
조위관측,안흥,-999.0,-999.0
조위관측,흑산도,25.57,-999.0
조위관측,어청도,25.02,-999.0
조위관측,굴업도,-999.0,-999.0
조위관측,왕돌초,-999.0,-999.0
조위관측,복사초,-999.0,-999.0
조위관측,교본초,-999.0,-999.0
조위관측,영흥도,-999.0,-999.0
조위관측,영종대교,-999.0,-999.0
조위관측,광양,-999.0,-999.0
조위관측,태안,-999.0,-999.0
조위관측,서천마량,-999.0,-999.0
조위관측,인천송도,-999.0,-999.0
조위관측,부산항신항,-999.0,-999.0
조위관측,동해항,-999.0,-999.0
조위관측,경인항,-999.0,-999.0
조위관측,삼천포,26.18,-999.0
해양부이,이어도,27.509,0.64
해양부이,신안가거초,26.895,1.25
해양부이,옹진소청초,25.015,0.65
해양부이,경포대해수욕장,22.54,1.4
해양부이,상왕등도,25.25,1.07
해양부이,우이도,23.79,1.27
해양부이,생일도,25.33,0.46
해양부이,해운대해수욕장,25.5,0.66
해양부이,군산항,25.67,-999.0
해양부이,평택·당진항,24.47,-999.0
해양부이,대천해수욕장,25.39,0.95
해양부이,여수항,26.71,-999.0
해양부이,통영항,26.74,-999.0
해양부이,완도항,26.5,-999.0
해양부이,부산항,25.03,-999.0
해양부이,부산항신항,24.77,-999.0
해양부이,경인항,25.52,-999.0
해양부이,광양항,27.64,-999.0
해양부이,태안항,23.34,-999.0
해양부이,감천항,24.79,0.04
해양부이,인천항,24.8,-999.0
해양부이,마산항,26.87,-999.0
해양부이,송정해수욕장,25.71,0.83
해양부이,낙산해수욕장,22.82,0.99
해양부이,중문해수욕장,26.88,0.83
해양부이,제주남부,28.39,0.74
해양부이,대한해협,27.05,0.85
해양부이,남해동부,26.92,0.85
해양부이,제주해협,27.24,1.08
해양부이,울릉도북동,23.72,1.52
해양부이,울릉도북서,25.39,1.52
