OBS, STN, SST, MWHT
조위관측,인천,25.18,-999.0
조위관측,평택,-999.0,-999.0
조위관측,영광,-999.0,-999.0
조위관측,제주,26.69,-999.0
조위관측,부산,25.75,-999.0
조위관측,묵호,22.56,-999.0
조위관측,목포,25.58,-999.0
조위관측,안산,25.09,-999.0
조위관측,포항,25.88,-999.0
조위관측,서귀포,24.82,-999.0
조위관측,후포,24.8,-999.0
조위관측,속초,22.47,-999.0
조위관측,울릉도,23.99,-999.0
조위관측,통영,26.11,-999.0
조위관측,마산,-999.0,-999.0
조위관측,여수,26.69,-999.0
조위관측,대산,23.53,-999.0
조위관측,군산,25.77,-999.0
조위관측,가덕도,-999.0,-999.0
조위관측,울산,22.47,-999.0
조위관측,추자도,25.48,-999.0
조위관측,성산포,26.1,-999.0
조위관측,모슬포,24.39,-999.0
조위관측,장항,-999.0,-999.0
조위관측,보령,26.15,-999.0
조위관측,고흥발포,27.13,-999.0
조위관측,완도,25.28,-999.0
조위관측,진도,25.7,-999.0
조위관측,거제도,25.67,-999.0
조위관측,위도,-999.0,-999.0
조위관측,거문도,23.7,-999.0
조위관측,강화대교,-999.0,-999.0
조위관측,안흥,-999.0,-999.0
조위관측,흑산도,23.67,-999.0
조위관측,어청도,24.98,-999.0
조위관측,굴업도,-999.0,-999.0
조위관측,왕돌초,-999.0,-999.0
조위관측,복사초,-999.0,-999.0
조위관측,교본초,-999.0,-999.0
조위관측,영흥도,-999.0,-999.0
조위관측,영종대교,-999.0,-999.0
조위관측,광양,-999.0,-999.0
조위관측,태안,-999.0,-999.0
조위관측,서천마량,-999.0,-999.0
조위관측,인천송도,-999.0,-999.0
조위관측,부산항신항,-999.0,-999.0
조위관측,동해항,-999.0,-999.0
조위관측,경인항,-999.0,-999.0
조위관측,삼천포,26.96,-999.0
해양부이,이어도,27.913,0.93
해양부이,신안가거초,26.948,0.8
해양부이,옹진소청초,25.792,0.68
해양부이,경포대해수욕장,22.79,1.2
해양부이,상왕등도,25.51,0.78
해양부이,우이도,23.66,0.99
해양부이,생일도,24.48,0.55
해양부이,해운대해수욕장,26.3,1.06
해양부이,군산항,25.72,-999.0
해양부이,평택·당진항,24.42,-999.0
해양부이,대천해수욕장,25.46,0.53
해양부이,여수항,26.8,-999.0
해양부이,통영항,26.57,-999.0
해양부이,완도항,25.77,-999.0
해양부이,부산항,23.92,-999.0
해양부이,부산항신항,24.33,-999.0
해양부이,경인항,25.68,-999.0
해양부이,광양항,27.65,-999.0
해양부이,태안항,23.6,-999.0
해양부이,감천항,22.36,0.11
해양부이,인천항,24.91,-999.0
해양부이,마산항,27.11,-999.0
해양부이,송정해수욕장,24.77,0.88
해양부이,낙산해수욕장,22.58,1.21
해양부이,중문해수욕장,27.2,0.77
해양부이,제주남부,28.61,0.84
해양부이,대한해협,26.84,1.34
해양부이,남해동부,26.85,1
해양부이,제주해협,27.43,1.16
해양부이,울릉도북동,23.6,1.51
해양부이,울릉도북서,25.36,1.65
