지점번호,지점명,년월일시,수온,파고,풍속,풍향,U풍속,V풍속,관측소
22441,독도,2021082700,23.7,0.7,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021082701,23.9,0.7,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021082702,23.5,0.8,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021082703,23.5,0.6,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021082704,23.4,0.6,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021082705,23.1,0.6,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021082706,23.2,0.5,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021082707,23.1,0.4,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021082708,23.1,0.4,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021082709,23.4,0.4,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021082710,23.4,0.4,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021082711,23.5,0.4,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021082712,24.3,0.4,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021082713,24.2,0.5,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021082714,24.2,0.5,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021082715,24.6,0.7,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021082716,25.0,0.7,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021082717,25.0,0.5,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021082718,24.9,0.5,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021082719,24.8,0.4,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021082720,24.3,0.4,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021082721,24.2,0.4,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021082722,24.3,0.4,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021082723,24.3,0.4,-999.0,-999.0,-999.0,-999.0,파고부이
22442,혈암,2021082700,24.0,0.5,-999.0,-999.0,-999.0,-999.0,파고부이
22442,혈암,2021082701,23.8,0.5,-999.0,-999.0,-999.0,-999.0,파고부이
22442,혈암,2021082702,23.8,0.5,-999.0,-999.0,-999.0,-999.0,파고부이
22442,혈암,2021082703,23.7,0.4,-999.0,-999.0,-999.0,-999.0,파고부이
22442,혈암,2021082704,23.5,0.4,-999.0,-999.0,-999.0,-999.0,파고부이
22442,혈암,2021082705,23.6,0.4,-999.0,-999.0,-999.0,-999.0,파고부이
22442,혈암,2021082706,23.4,0.4,-999.0,-999.0,-999.0,-999.0,파고부이
22442,혈암,2021082707,23.3,0.5,-999.0,-999.0,-999.0,-999.0,파고부이
22442,혈암,2021082708,23.4,0.6,-999.0,-999.0,-999.0,-999.0,파고부이
22442,혈암,2021082709,23.7,0.6,-999.0,-999.0,-999.0,-999.0,파고부이
22442,혈암,2021082710,23.7,0.6,-999.0,-999.0,-999.0,-999.0,파고부이
22442,혈암,2021082711,23.7,0.5,-999.0,-999.0,-999.0,-999.0,파고부이
22442,혈암,2021082712,23.7,0.4,-999.0,-999.0,-999.0,-999.0,파고부이
22442,혈암,2021082713,23.7,0.4,-999.0,-999.0,-999.0,-999.0,파고부이
22442,혈암,2021082714,23.7,0.3,-999.0,-999.0,-999.0,-999.0,파고부이
22442,혈암,2021082715,23.9,0.4,-999.0,-999.0,-999.0,-999.0,파고부이
22442,혈암,2021082716,24.0,0.4,-999.0,-999.0,-999.0,-999.0,파고부이
