OBS, STN, SST, MWHT, WHDIR, CDIR, SWP
조위관측,인천,23.42,-999.0,-999.0,-999.0,-999.0
조위관측,평택,22.08,-999.0,-999.0,-999.0,-999.0
조위관측,영광,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,제주,25.6,-999.0,-999.0,-999.0,-999.0
조위관측,부산,22.36,-999.0,-999.0,-999.0,-999.0
조위관측,묵호,20.79,-999.0,-999.0,-999.0,-999.0
조위관측,목포,23.1,-999.0,-999.0,-999.0,-999.0
조위관측,안산,24.25,-999.0,-999.0,-999.0,-999.0
조위관측,포항,22.22,-999.0,-999.0,-999.0,-999.0
조위관측,서귀포,22.9,-999.0,-999.0,-999.0,-999.0
조위관측,후포,18.4,-999.0,-999.0,-999.0,-999.0
조위관측,속초,19.73,-999.0,-999.0,-999.0,-999.0
조위관측,울릉도,22.54,-999.0,-999.0,-999.0,-999.0
조위관측,통영,22.6,-999.0,-999.0,-999.0,-999.0
조위관측,마산,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,여수,24.16,-999.0,-999.0,-999.0,-999.0
조위관측,대산,18.88,-999.0,-999.0,-999.0,-999.0
조위관측,군산,22.76,-999.0,-999.0,-999.0,-999.0
조위관측,가덕도,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,울산,18.22,-999.0,-999.0,-999.0,-999.0
조위관측,추자도,20.3,-999.0,-999.0,-999.0,-999.0
조위관측,성산포,24.7,-999.0,-999.0,-999.0,-999.0
조위관측,모슬포,20.6,-999.0,-999.0,-999.0,-999.0
조위관측,장항,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,보령,24,-999.0,-999.0,-999.0,-999.0
조위관측,고흥발포,24.23,-999.0,-999.0,-999.0,-999.0
조위관측,완도,21.98,-999.0,-999.0,-999.0,-999.0
조위관측,진도,22.2,-999.0,-999.0,-999.0,-999.0
조위관측,거제도,21.5,-999.0,-999.0,-999.0,-999.0
조위관측,위도,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,거문도,22.7,-999.0,-999.0,-999.0,-999.0
조위관측,강화대교,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,안흥,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,흑산도,20.51,-999.0,-999.0,-999.0,-999.0
조위관측,어청도,22.17,-999.0,-999.0,-999.0,-999.0
조위관측,굴업도,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,왕돌초,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,복사초,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,교본초,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,영흥도,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,영종대교,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,광양,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,태안,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,서천마량,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,인천송도,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,부산항신항,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,동해항,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,경인항,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,삼천포,24.02,-999.0,-999.0,-999.0,-999.0
해양부이,이어도,25.881,0.8,214.41,-999.0,5.27
해양부이,신안가거초,24.788,0.89,164.29,139.18,6.01
해양부이,옹진소청초,23.15,0.55,176.97,183.18,5.78
해양부이,경포대해수욕장,22.03,0.27,41,145.3,5.5
해양부이,상왕등도,21.91,0.25,261,264.7,4.55
해양부이,우이도,-999.0,0.87,186,160.4,5.75
해양부이,생일도,21.52,0.41,288,281.4,4.56
해양부이,해운대해수욕장,20.45,0.4,165,76.2,5.42
해양부이,군산항,23.11,-999.0,-999.0,242.8,-999.0
해양부이,평택·당진항,21.29,-999.0,-999.0,304.4,-999.0
해양부이,대천해수욕장,23.62,0.28,27,192.6,4.88
해양부이,여수항,23.43,-999.0,-999.0,55.8,-999.0
해양부이,통영항,22.34,-999.0,-999.0,111.9,-999.0
해양부이,완도항,21.49,-999.0,-999.0,168.6,-999.0
해양부이,부산항,20.38,-999.0,-999.0,133.2,-999.0
해양부이,부산항신항,22.64,-999.0,-999.0,297.9,-999.0
해양부이,경인항,23.53,-999.0,-999.0,172.6,-999.0
해양부이,광양항,23.64,-999.0,-999.0,7.6,-999.0
해양부이,태안항,18.61,-999.0,-999.0,245.3,-999.0
해양부이,감천항,16.96,0.08,-999.0,-999.0,5.88
해양부이,인천항,22.67,-999.0,-999.0,248,-999.0
해양부이,마산항,24.21,-999.0,-999.0,99.6,-999.0
해양부이,송정해수욕장,23.74,0.39,189,45.7,5.52
해양부이,낙산해수욕장,22,0.37,63,289.2,6.28
해양부이,중문해수욕장,23.17,0.85,189,284.9,5.17
해양부이,제주남부,26.8,-999.0,-999.0,-999.0,-999.0
해양부이,대한해협,23.7,0.75,214,72,5.6
해양부이,남해동부,-999.0,-999.0,-999.0,-999.0,-999.0
해양부이,제주해협,26.5,0.47,263,91,4.5
해양부이,울릉도북동,23.98,0.55,185,193,5.4
해양부이,울릉도북서,24.72,0.51,175,196,4.8
