OBS, STN, SST, MWHT
조위관측,인천,23.38,-999.0
조위관측,평택,22.04,-999.0
조위관측,영광,-999.0,-999.0
조위관측,제주,25.7,-999.0
조위관측,부산,22.19,-999.0
조위관측,묵호,20.79,-999.0
조위관측,목포,-999.0,-999.0
조위관측,안산,24.2,-999.0
조위관측,포항,22.32,-999.0
조위관측,서귀포,22.9,-999.0
조위관측,후포,20.6,-999.0
조위관측,속초,20.66,-999.0
조위관측,울릉도,22.55,-999.0
조위관측,통영,22.6,-999.0
조위관측,마산,-999.0,-999.0
조위관측,여수,23.9,-999.0
조위관측,대산,18.86,-999.0
조위관측,군산,21.86,-999.0
조위관측,가덕도,-999.0,-999.0
조위관측,울산,20.27,-999.0
조위관측,추자도,23.3,-999.0
조위관측,성산포,24.6,-999.0
조위관측,모슬포,21.6,-999.0
조위관측,장항,-999.0,-999.0
조위관측,보령,23.9,-999.0
조위관측,고흥발포,24.24,-999.0
조위관측,완도,21.98,-999.0
조위관측,진도,20.18,-999.0
조위관측,거제도,21.6,-999.0
조위관측,위도,-999.0,-999.0
조위관측,거문도,25.74,-999.0
조위관측,강화대교,-999.0,-999.0
조위관측,안흥,-999.0,-999.0
조위관측,흑산도,22.43,-999.0
조위관측,어청도,22.03,-999.0
조위관측,굴업도,-999.0,-999.0
조위관측,왕돌초,-999.0,-999.0
조위관측,복사초,-999.0,-999.0
조위관측,교본초,-999.0,-999.0
조위관측,영흥도,-999.0,-999.0
조위관측,영종대교,-999.0,-999.0
조위관측,광양,-999.0,-999.0
조위관측,태안,-999.0,-999.0
조위관측,서천마량,-999.0,-999.0
조위관측,인천송도,-999.0,-999.0
조위관측,부산항신항,-999.0,-999.0
조위관측,동해항,-999.0,-999.0
조위관측,경인항,-999.0,-999.0
조위관측,삼천포,24.05,-999.0
해양부이,이어도,25.911,0.77
해양부이,신안가거초,24.791,0.91
해양부이,옹진소청초,22.632,0.58
해양부이,경포대해수욕장,22.09,0.28
해양부이,상왕등도,21.8,0.25
해양부이,우이도,-999.0,0.79
해양부이,생일도,21.72,0.38
해양부이,해운대해수욕장,21.54,0.31
해양부이,군산항,23.12,-999.0
해양부이,평택·당진항,20.46,-999.0
해양부이,대천해수욕장,23.98,0.24
해양부이,여수항,23.49,-999.0
해양부이,통영항,21.43,-999.0
해양부이,완도항,21.44,-999.0
해양부이,부산항,19.88,-999.0
해양부이,부산항신항,23.61,-999.0
해양부이,경인항,23.56,-999.0
해양부이,광양항,23.77,-999.0
해양부이,태안항,19.05,-999.0
해양부이,감천항,21.79,0.08
해양부이,인천항,22.4,-999.0
해양부이,마산항,23.91,-999.0
해양부이,송정해수욕장,23.43,0.45
해양부이,낙산해수욕장,21.92,0.28
해양부이,중문해수욕장,23.16,0.75
해양부이,제주남부,26.8,-999.0
해양부이,대한해협,23.7,0.65
해양부이,남해동부,-999.0,-999.0
해양부이,제주해협,26.5,0.47
해양부이,울릉도북동,23.86,0.61
해양부이,울릉도북서,24.58,0.59
