OBS, STN, SST, MWHT
조위관측,인천,24.31,-999.0
조위관측,평택,23.73,-999.0
조위관측,영광,-999.0,-999.0
조위관측,제주,25.5,-999.0
조위관측,부산,23.56,-999.0
조위관측,묵호,23.36,-999.0
조위관측,목포,23.21,-999.0
조위관측,안산,25.13,-999.0
조위관측,포항,24.07,-999.0
조위관측,서귀포,-999.0,-999.0
조위관측,후포,24.5,-999.0
조위관측,속초,23.11,-999.0
조위관측,울릉도,25.43,-999.0
조위관측,통영,23.2,-999.0
조위관측,마산,-999.0,-999.0
조위관측,여수,25.34,-999.0
조위관측,대산,20,-999.0
조위관측,군산,23.61,-999.0
조위관측,가덕도,-999.0,-999.0
조위관측,울산,18.75,-999.0
조위관측,추자도,24.1,-999.0
조위관측,성산포,23.75,-999.0
조위관측,모슬포,23.94,-999.0
조위관측,장항,-999.0,-999.0
조위관측,보령,24.5,-999.0
조위관측,고흥발포,24.98,-999.0
조위관측,완도,22.89,-999.0
조위관측,진도,22.46,-999.0
조위관측,거제도,23.5,-999.0
조위관측,위도,-999.0,-999.0
조위관측,거문도,22.72,-999.0
조위관측,강화대교,-999.0,-999.0
조위관측,안흥,-999.0,-999.0
조위관측,흑산도,19.99,-999.0
조위관측,어청도,23.97,-999.0
조위관측,굴업도,-999.0,-999.0
조위관측,왕돌초,-999.0,-999.0
조위관측,복사초,-999.0,-999.0
조위관측,교본초,-999.0,-999.0
조위관측,영흥도,-999.0,-999.0
조위관측,영종대교,-999.0,-999.0
조위관측,광양,-999.0,-999.0
조위관측,태안,-999.0,-999.0
조위관측,서천마량,-999.0,-999.0
조위관측,인천송도,-999.0,-999.0
조위관측,부산항신항,-999.0,-999.0
조위관측,동해항,-999.0,-999.0
조위관측,경인항,-999.0,-999.0
조위관측,삼천포,24.24,-999.0
해양부이,이어도,26.341,1.1
해양부이,신안가거초,25.148,1.24
해양부이,옹진소청초,23.527,1.88
해양부이,경포대해수욕장,24.25,0.17
해양부이,상왕등도,21.97,0.59
해양부이,우이도,-999.0,1.33
해양부이,생일도,21.12,0.48
해양부이,해운대해수욕장,21.61,0.39
해양부이,군산항,23.2,-999.0
해양부이,평택·당진항,22.14,-999.0
해양부이,대천해수욕장,24.75,0.66
해양부이,여수항,24.05,-999.0
해양부이,통영항,22.27,-999.0
해양부이,완도항,22.45,-999.0
해양부이,부산항,21.55,-999.0
해양부이,부산항신항,21.88,-999.0
해양부이,경인항,25.32,-999.0
해양부이,광양항,24.74,-999.0
해양부이,태안항,21.88,-999.0
해양부이,감천항,21.65,0.1
해양부이,인천항,23.69,-999.0
해양부이,마산항,24.73,-999.0
해양부이,송정해수욕장,21.44,0.45
해양부이,낙산해수욕장,23.4,0.21
해양부이,중문해수욕장,24.92,0.94
해양부이,제주남부,27.6,-999.0
해양부이,대한해협,25.1,0.74
해양부이,남해동부,-999.0,-999.0
해양부이,제주해협,27.3,0.71
해양부이,울릉도북동,24.56,0.29
해양부이,울릉도북서,26.09,0.33
