OBS, STN, SST, MWHT
조위관측,인천,23.54,-999.0
조위관측,평택,22.62,-999.0
조위관측,영광,-999.0,-999.0
조위관측,제주,25.6,-999.0
조위관측,부산,23.09,-999.0
조위관측,묵호,22.9,-999.0
조위관측,목포,23.13,-999.0
조위관측,안산,24.73,-999.0
조위관측,포항,23.62,-999.0
조위관측,서귀포,23.6,-999.0
조위관측,후포,23.7,-999.0
조위관측,속초,22.38,-999.0
조위관측,울릉도,23.53,-999.0
조위관측,통영,23,-999.0
조위관측,마산,-999.0,-999.0
조위관측,여수,24.9,-999.0
조위관측,대산,19.03,-999.0
조위관측,군산,23.19,-999.0
조위관측,가덕도,-999.0,-999.0
조위관측,울산,18.62,-999.0
조위관측,추자도,24.7,-999.0
조위관측,성산포,23.33,-999.0
조위관측,모슬포,23.46,-999.0
조위관측,장항,-999.0,-999.0
조위관측,보령,24.2,-999.0
조위관측,고흥발포,25.1,-999.0
조위관측,완도,22.3,-999.0
조위관측,진도,21.41,-999.0
조위관측,거제도,22.7,-999.0
조위관측,위도,-999.0,-999.0
조위관측,거문도,22.88,-999.0
조위관측,강화대교,-999.0,-999.0
조위관측,안흥,-999.0,-999.0
조위관측,흑산도,22.16,-999.0
조위관측,어청도,22.49,-999.0
조위관측,굴업도,-999.0,-999.0
조위관측,왕돌초,-999.0,-999.0
조위관측,복사초,-999.0,-999.0
조위관측,교본초,-999.0,-999.0
조위관측,영흥도,-999.0,-999.0
조위관측,영종대교,-999.0,-999.0
조위관측,광양,-999.0,-999.0
조위관측,태안,-999.0,-999.0
조위관측,서천마량,-999.0,-999.0
조위관측,인천송도,-999.0,-999.0
조위관측,부산항신항,-999.0,-999.0
조위관측,동해항,-999.0,-999.0
조위관측,경인항,-999.0,-999.0
조위관측,삼천포,24.38,-999.0
해양부이,이어도,25.132,1.17
해양부이,신안가거초,24.992,1.44
해양부이,옹진소청초,23.123,1.5
해양부이,경포대해수욕장,23.95,0.22
해양부이,상왕등도,23.98,0.65
해양부이,우이도,-999.0,1.39
해양부이,생일도,20.97,0.54
해양부이,해운대해수욕장,21.24,0.32
해양부이,군산항,22.81,-999.0
해양부이,평택·당진항,20.73,-999.0
해양부이,대천해수욕장,24.68,0.7
해양부이,여수항,25.44,-999.0
해양부이,통영항,20.97,-999.0
해양부이,완도항,22.15,-999.0
해양부이,부산항,19.22,-999.0
해양부이,부산항신항,24.37,-999.0
해양부이,경인항,23.6,-999.0
해양부이,광양항,24.26,-999.0
해양부이,태안항,19.8,-999.0
해양부이,감천항,21.19,0.09
해양부이,인천항,22.47,-999.0
해양부이,마산항,24.62,-999.0
해양부이,송정해수욕장,22.18,0.37
해양부이,낙산해수욕장,22.73,-999.0
해양부이,중문해수욕장,24.66,0.69
해양부이,제주남부,27.3,-999.0
해양부이,대한해협,24.4,0.63
해양부이,남해동부,-999.0,-999.0
해양부이,제주해협,26.9,0.63
해양부이,울릉도북동,24.31,0.3
해양부이,울릉도북서,25.32,0.34
