OBS, STN, SST, MWHT
조위관측,인천,25.74,-999.0
조위관측,평택,25.57,-999.0
조위관측,영광,-999.0,-999.0
조위관측,제주,26.1,-999.0
조위관측,부산,24.07,-999.0
조위관측,묵호,24.65,-999.0
조위관측,목포,25.61,-999.0
조위관측,안산,25.32,-999.0
조위관측,포항,25.83,-999.0
조위관측,서귀포,25.28,-999.0
조위관측,후포,25,-999.0
조위관측,속초,22.68,-999.0
조위관측,울릉도,23.99,-999.0
조위관측,통영,26.24,-999.0
조위관측,마산,-999.0,-999.0
조위관측,여수,27.23,-999.0
조위관측,대산,23.52,-999.0
조위관측,군산,25.89,-999.0
조위관측,가덕도,-999.0,-999.0
조위관측,울산,23.68,-999.0
조위관측,추자도,25.51,-999.0
조위관측,성산포,25.74,-999.0
조위관측,모슬포,24.13,-999.0
조위관측,장항,-999.0,-999.0
조위관측,보령,25.87,-999.0
조위관측,고흥발포,26.92,-999.0
조위관측,완도,25.1,-999.0
조위관측,진도,23.79,-999.0
조위관측,거제도,25.57,-999.0
조위관측,위도,-999.0,-999.0
조위관측,거문도,25.49,-999.0
조위관측,강화대교,-999.0,-999.0
조위관측,안흥,-999.0,-999.0
조위관측,흑산도,24.49,-999.0
조위관측,어청도,24.76,-999.0
조위관측,굴업도,-999.0,-999.0
조위관측,왕돌초,-999.0,-999.0
조위관측,복사초,-999.0,-999.0
조위관측,교본초,-999.0,-999.0
조위관측,영흥도,-999.0,-999.0
조위관측,영종대교,-999.0,-999.0
조위관측,광양,-999.0,-999.0
조위관측,태안,-999.0,-999.0
조위관측,서천마량,-999.0,-999.0
조위관측,인천송도,-999.0,-999.0
조위관측,부산항신항,-999.0,-999.0
조위관측,동해항,-999.0,-999.0
조위관측,경인항,-999.0,-999.0
조위관측,삼천포,26.61,-999.0
해양부이,이어도,27.805,0.32
해양부이,신안가거초,26.227,0.63
해양부이,옹진소청초,25.32,0.6
해양부이,경포대해수욕장,23.02,0.13
해양부이,상왕등도,25.33,0.35
해양부이,우이도,21.86,0.54
해양부이,생일도,24.11,0.25
해양부이,해운대해수욕장,22.57,0.29
해양부이,군산항,25.37,-999.0
해양부이,평택·당진항,24.62,-999.0
해양부이,대천해수욕장,25.36,0.2
해양부이,여수항,27.11,-999.0
해양부이,통영항,25.92,-999.0
해양부이,완도항,24.35,-999.0
해양부이,부산항,23.87,-999.0
해양부이,부산항신항,26.19,-999.0
해양부이,경인항,25.7,-999.0
해양부이,광양항,27.66,-999.0
해양부이,태안항,23.08,-999.0
해양부이,감천항,24.27,0.03
해양부이,인천항,25.14,-999.0
해양부이,마산항,26.25,-999.0
해양부이,송정해수욕장,23.15,0.31
해양부이,낙산해수욕장,22.93,0.1
해양부이,중문해수욕장,26.29,0.41
해양부이,제주남부,28.29,0.45
해양부이,대한해협,26.65,0.4
해양부이,남해동부,26.71,0.4
해양부이,제주해협,27.03,0.38
해양부이,울릉도북동,24.13,0.53
해양부이,울릉도북서,24.42,0.4
