OBS, STN, SST, MWHT
조위관측,인천,25.8,-999.0
조위관측,평택,25.71,-999.0
조위관측,영광,-999.0,-999.0
조위관측,제주,26.1,-999.0
조위관측,부산,24.92,-999.0
조위관측,묵호,22.71,-999.0
조위관측,목포,25.85,-999.0
조위관측,안산,25.37,-999.0
조위관측,포항,25.48,-999.0
조위관측,서귀포,23.79,-999.0
조위관측,후포,25.4,-999.0
조위관측,속초,22.4,-999.0
조위관측,울릉도,24.21,-999.0
조위관측,통영,26.06,-999.0
조위관측,마산,-999.0,-999.0
조위관측,여수,27.36,-999.0
조위관측,대산,23.73,-999.0
조위관측,군산,25.73,-999.0
조위관측,가덕도,-999.0,-999.0
조위관측,울산,21.77,-999.0
조위관측,추자도,23.83,-999.0
조위관측,성산포,25.78,-999.0
조위관측,모슬포,22.63,-999.0
조위관측,장항,-999.0,-999.0
조위관측,보령,26.2,-999.0
조위관측,고흥발포,26.83,-999.0
조위관측,완도,24.86,-999.0
조위관측,진도,24.94,-999.0
조위관측,거제도,24.37,-999.0
조위관측,위도,-999.0,-999.0
조위관측,거문도,24.91,-999.0
조위관측,강화대교,-999.0,-999.0
조위관측,안흥,-999.0,-999.0
조위관측,흑산도,23.08,-999.0
조위관측,어청도,25.07,-999.0
조위관측,굴업도,-999.0,-999.0
조위관측,왕돌초,-999.0,-999.0
조위관측,복사초,-999.0,-999.0
조위관측,교본초,-999.0,-999.0
조위관측,영흥도,-999.0,-999.0
조위관측,영종대교,-999.0,-999.0
조위관측,광양,-999.0,-999.0
조위관측,태안,-999.0,-999.0
조위관측,서천마량,-999.0,-999.0
조위관측,인천송도,-999.0,-999.0
조위관측,부산항신항,-999.0,-999.0
조위관측,동해항,-999.0,-999.0
조위관측,경인항,-999.0,-999.0
조위관측,삼천포,26.49,-999.0
해양부이,이어도,27.945,0.18
해양부이,신안가거초,26.349,0.58
해양부이,옹진소청초,26.368,0.42
해양부이,경포대해수욕장,23.33,0.14
해양부이,상왕등도,25.5,0.34
해양부이,우이도,22.53,0.5
해양부이,생일도,24.31,0.23
해양부이,해운대해수욕장,22.88,0.29
해양부이,군산항,25.35,-999.0
해양부이,평택·당진항,25.02,-999.0
해양부이,대천해수욕장,25.31,0.2
해양부이,여수항,26.94,-999.0
해양부이,통영항,25.73,-999.0
해양부이,완도항,25.75,-999.0
해양부이,부산항,21.91,-999.0
해양부이,부산항신항,25.79,-999.0
해양부이,경인항,26,-999.0
해양부이,광양항,27.17,-999.0
해양부이,태안항,24.01,-999.0
해양부이,감천항,19.84,0.05
해양부이,인천항,25.42,-999.0
해양부이,마산항,26.38,-999.0
해양부이,송정해수욕장,22.91,0.43
해양부이,낙산해수욕장,23.2,0.11
해양부이,중문해수욕장,26.56,0.3
해양부이,제주남부,28.74,0.36
해양부이,대한해협,27.57,0.39
해양부이,남해동부,27.39,0.36
해양부이,제주해협,27.68,0.28
해양부이,울릉도북동,24.23,1
해양부이,울릉도북서,24.57,0.81
