OBS, STN, SST, MWHT
조위관측,인천,25.95,-999.0
조위관측,평택,26.03,-999.0
조위관측,영광,-999.0,-999.0
조위관측,제주,25.2,-999.0
조위관측,부산,23.49,-999.0
조위관측,묵호,22.77,-999.0
조위관측,목포,25.87,-999.0
조위관측,안산,25.67,-999.0
조위관측,포항,25.47,-999.0
조위관측,서귀포,22.61,-999.0
조위관측,후포,25.5,-999.0
조위관측,속초,22.6,-999.0
조위관측,울릉도,24.25,-999.0
조위관측,통영,26.22,-999.0
조위관측,마산,-999.0,-999.0
조위관측,여수,26.86,-999.0
조위관측,대산,23.38,-999.0
조위관측,군산,26,-999.0
조위관측,가덕도,-999.0,-999.0
조위관측,울산,21.49,-999.0
조위관측,추자도,22.24,-999.0
조위관측,성산포,25.1,-999.0
조위관측,모슬포,20.46,-999.0
조위관측,장항,-999.0,-999.0
조위관측,보령,26.46,-999.0
조위관측,고흥발포,26.73,-999.0
조위관측,완도,25.42,-999.0
조위관측,진도,25.11,-999.0
조위관측,거제도,23.54,-999.0
조위관측,위도,-999.0,-999.0
조위관측,거문도,25.43,-999.0
조위관측,강화대교,-999.0,-999.0
조위관측,안흥,-999.0,-999.0
조위관측,흑산도,21.77,-999.0
조위관측,어청도,25.17,-999.0
조위관측,굴업도,-999.0,-999.0
조위관측,왕돌초,-999.0,-999.0
조위관측,복사초,-999.0,-999.0
조위관측,교본초,-999.0,-999.0
조위관측,영흥도,-999.0,-999.0
조위관측,영종대교,-999.0,-999.0
조위관측,광양,-999.0,-999.0
조위관측,태안,-999.0,-999.0
조위관측,서천마량,-999.0,-999.0
조위관측,인천송도,-999.0,-999.0
조위관측,부산항신항,-999.0,-999.0
조위관측,동해항,-999.0,-999.0
조위관측,경인항,-999.0,-999.0
조위관측,삼천포,26.77,-999.0
해양부이,이어도,26.855,1.01
해양부이,신안가거초,26.277,1.1
해양부이,옹진소청초,26.221,0.73
해양부이,경포대해수욕장,22.44,0.41
해양부이,상왕등도,25.72,0.38
해양부이,우이도,22.47,0.61
해양부이,생일도,25.19,0.38
해양부이,해운대해수욕장,19.25,0.24
해양부이,군산항,25.67,-999.0
해양부이,평택·당진항,24.64,-999.0
해양부이,대천해수욕장,25.78,0.55
해양부이,여수항,26.63,-999.0
해양부이,통영항,24.61,-999.0
해양부이,완도항,24.82,-999.0
해양부이,부산항,20.09,-999.0
해양부이,부산항신항,26.2,-999.0
해양부이,경인항,25.87,-999.0
해양부이,광양항,27.05,-999.0
해양부이,태안항,22.86,-999.0
해양부이,감천항,17.79,0.09
해양부이,인천항,25.28,-999.0
해양부이,마산항,26.44,-999.0
해양부이,송정해수욕장,18.68,0.48
해양부이,낙산해수욕장,22.79,0.55
해양부이,중문해수욕장,22.52,0.88
해양부이,제주남부,27.23,0.86
해양부이,대한해협,26.3,0.56
해양부이,남해동부,25.81,0.75
해양부이,제주해협,26.46,0.71
해양부이,울릉도북동,25,0.76
해양부이,울릉도북서,25.37,0.66
