OBS, STN, SST, MWHT
조위관측,인천,25.93,-999.0
조위관측,평택,25.74,-999.0
조위관측,영광,-999.0,-999.0
조위관측,제주,24.8,-999.0
조위관측,부산,24.15,-999.0
조위관측,묵호,22.71,-999.0
조위관측,목포,25.89,-999.0
조위관측,안산,25.67,-999.0
조위관측,포항,25.45,-999.0
조위관측,서귀포,22.74,-999.0
조위관측,후포,25.7,-999.0
조위관측,속초,22.59,-999.0
조위관측,울릉도,24.25,-999.0
조위관측,통영,26.26,-999.0
조위관측,마산,-999.0,-999.0
조위관측,여수,27.21,-999.0
조위관측,대산,23.57,-999.0
조위관측,군산,25.83,-999.0
조위관측,가덕도,-999.0,-999.0
조위관측,울산,21.52,-999.0
조위관측,추자도,22.29,-999.0
조위관측,성산포,24.94,-999.0
조위관측,모슬포,21.13,-999.0
조위관측,장항,-999.0,-999.0
조위관측,보령,26.49,-999.0
조위관측,고흥발포,26.83,-999.0
조위관측,완도,25.11,-999.0
조위관측,진도,25.04,-999.0
조위관측,거제도,23.94,-999.0
조위관측,위도,-999.0,-999.0
조위관측,거문도,25.36,-999.0
조위관측,강화대교,-999.0,-999.0
조위관측,안흥,-999.0,-999.0
조위관측,흑산도,21.64,-999.0
조위관측,어청도,25.18,-999.0
조위관측,굴업도,-999.0,-999.0
조위관측,왕돌초,-999.0,-999.0
조위관측,복사초,-999.0,-999.0
조위관측,교본초,-999.0,-999.0
조위관측,영흥도,-999.0,-999.0
조위관측,영종대교,-999.0,-999.0
조위관측,광양,-999.0,-999.0
조위관측,태안,-999.0,-999.0
조위관측,서천마량,-999.0,-999.0
조위관측,인천송도,-999.0,-999.0
조위관측,부산항신항,-999.0,-999.0
조위관측,동해항,-999.0,-999.0
조위관측,경인항,-999.0,-999.0
조위관측,삼천포,26.71,-999.0
해양부이,이어도,27.394,0.99
해양부이,신안가거초,25.566,1.4
해양부이,옹진소청초,25.76,0.69
해양부이,경포대해수욕장,22.65,0.34
해양부이,상왕등도,25.52,1.07
해양부이,우이도,22.44,0.9
해양부이,생일도,24.8,0.66
해양부이,해운대해수욕장,18.82,0.7
해양부이,군산항,25.86,-999.0
해양부이,평택·당진항,25.08,-999.0
해양부이,대천해수욕장,25.6,0.29
해양부이,여수항,27.31,-999.0
해양부이,통영항,25.29,-999.0
해양부이,완도항,25.6,-999.0
해양부이,부산항,20.08,-999.0
해양부이,부산항신항,25.64,-999.0
해양부이,경인항,26.07,-999.0
해양부이,광양항,27.32,-999.0
해양부이,태안항,24.05,-999.0
해양부이,감천항,18.13,0.11
해양부이,인천항,25.72,-999.0
해양부이,마산항,26.36,-999.0
해양부이,송정해수욕장,18.92,0.82
해양부이,낙산해수욕장,22.8,0.53
해양부이,중문해수욕장,24.56,0.97
해양부이,제주남부,27.46,0.89
해양부이,대한해협,26.49,0.96
해양부이,남해동부,26.76,1.01
해양부이,제주해협,26.71,0.85
해양부이,울릉도북동,25.05,0.67
해양부이,울릉도북서,25.08,0.6
