OBS, STN, SST, MWHT
조위관측,인천,26.14,-999.0
조위관측,평택,26,-999.0
조위관측,영광,-999.0,-999.0
조위관측,제주,25.1,-999.0
조위관측,부산,23.94,-999.0
조위관측,묵호,22.71,-999.0
조위관측,목포,25.71,-999.0
조위관측,안산,25.38,-999.0
조위관측,포항,25.32,-999.0
조위관측,서귀포,22.23,-999.0
조위관측,후포,25.4,-999.0
조위관측,속초,22.66,-999.0
조위관측,울릉도,24.1,-999.0
조위관측,통영,26.28,-999.0
조위관측,마산,-999.0,-999.0
조위관측,여수,26.95,-999.0
조위관측,대산,23.75,-999.0
조위관측,군산,25.95,-999.0
조위관측,가덕도,-999.0,-999.0
조위관측,울산,21.2,-999.0
조위관측,추자도,22.31,-999.0
조위관측,성산포,24.68,-999.0
조위관측,모슬포,20.63,-999.0
조위관측,장항,-999.0,-999.0
조위관측,보령,26.83,-999.0
조위관측,고흥발포,26.73,-999.0
조위관측,완도,25.24,-999.0
조위관측,진도,25.03,-999.0
조위관측,거제도,23.89,-999.0
조위관측,위도,-999.0,-999.0
조위관측,거문도,25.46,-999.0
조위관측,강화대교,-999.0,-999.0
조위관측,안흥,-999.0,-999.0
조위관측,흑산도,21.99,-999.0
조위관측,어청도,25.32,-999.0
조위관측,굴업도,-999.0,-999.0
조위관측,왕돌초,-999.0,-999.0
조위관측,복사초,-999.0,-999.0
조위관측,교본초,-999.0,-999.0
조위관측,영흥도,-999.0,-999.0
조위관측,영종대교,-999.0,-999.0
조위관측,광양,-999.0,-999.0
조위관측,태안,-999.0,-999.0
조위관측,서천마량,-999.0,-999.0
조위관측,인천송도,-999.0,-999.0
조위관측,부산항신항,-999.0,-999.0
조위관측,동해항,-999.0,-999.0
조위관측,경인항,-999.0,-999.0
조위관측,삼천포,26.66,-999.0
해양부이,이어도,27.332,0.97
해양부이,신안가거초,25.523,0.89
해양부이,옹진소청초,25.339,0.83
해양부이,경포대해수욕장,22.98,0.93
해양부이,상왕등도,25.81,-999.0
해양부이,우이도,22.97,0.91
해양부이,생일도,25.04,0.67
해양부이,해운대해수욕장,18.47,0.6
해양부이,군산항,25.93,-999.0
해양부이,평택·당진항,25,-999.0
해양부이,대천해수욕장,25.66,0.74
해양부이,여수항,26.8,-999.0
해양부이,통영항,25.7,-999.0
해양부이,완도항,25.6,-999.0
해양부이,부산항,21.94,-999.0
해양부이,부산항신항,25.17,-999.0
해양부이,경인항,26.25,-999.0
해양부이,광양항,27.54,-999.0
해양부이,태안항,23.92,-999.0
해양부이,감천항,17.37,0.16
해양부이,인천항,25.85,-999.0
해양부이,마산항,26.04,-999.0
해양부이,송정해수욕장,16.84,0.98
해양부이,낙산해수욕장,22.94,0.79
해양부이,중문해수욕장,22.77,1.1
해양부이,제주남부,27.45,1.39
해양부이,대한해협,26.56,1.22
해양부이,남해동부,25.66,1.23
해양부이,제주해협,27.32,0.6
해양부이,울릉도북동,25,1.18
해양부이,울릉도북서,25.54,1.13
