지점번호,지점명,년월일시,수온,파고,풍속,풍향,U풍속,V풍속,관측소
22441,독도,2021083100,24.0,0.2,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021083101,23.9,0.2,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021083102,23.6,0.2,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021083103,23.6,0.2,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021083104,23.6,0.2,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021083105,23.6,0.2,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021083106,23.6,0.2,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021083107,23.6,0.2,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021083108,23.6,0.1,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021083109,23.7,0.1,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021083110,23.8,0.1,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021083111,23.8,0.1,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021083112,23.8,0.1,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021083113,23.7,0.1,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021083114,23.7,0.1,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021083115,23.6,0.1,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021083116,23.7,0.1,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021083117,23.7,0.1,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021083118,23.7,0.2,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021083119,23.7,0.1,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021083120,23.8,0.1,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021083121,23.8,0.2,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021083122,23.7,0.3,-999.0,-999.0,-999.0,-999.0,파고부이
22441,독도,2021083123,23.7,0.3,-999.0,-999.0,-999.0,-999.0,파고부이
22442,혈암,2021083100,24.0,0.3,-999.0,-999.0,-999.0,-999.0,파고부이
22442,혈암,2021083101,24.1,0.2,-999.0,-999.0,-999.0,-999.0,파고부이
22442,혈암,2021083102,24.2,0.3,-999.0,-999.0,-999.0,-999.0,파고부이
22442,혈암,2021083103,24.1,0.3,-999.0,-999.0,-999.0,-999.0,파고부이
22442,혈암,2021083104,24.1,0.3,-999.0,-999.0,-999.0,-999.0,파고부이
22442,혈암,2021083105,24.1,0.3,-999.0,-999.0,-999.0,-999.0,파고부이
22442,혈암,2021083106,24.0,0.3,-999.0,-999.0,-999.0,-999.0,파고부이
22442,혈암,2021083107,24.0,0.3,-999.0,-999.0,-999.0,-999.0,파고부이
22442,혈암,2021083108,23.8,0.3,-999.0,-999.0,-999.0,-999.0,파고부이
