OBS, STN, SST, MWHT
조위관측,인천,25.67,-999.0
조위관측,평택,25.84,-999.0
조위관측,영광,-999.0,-999.0
조위관측,제주,25,-999.0
조위관측,부산,23.9,-999.0
조위관측,묵호,22.61,-999.0
조위관측,목포,25.93,-999.0
조위관측,안산,25.31,-999.0
조위관측,포항,25.81,-999.0
조위관측,서귀포,23.23,-999.0
조위관측,후포,25.1,-999.0
조위관측,속초,22.59,-999.0
조위관측,울릉도,24.37,-999.0
조위관측,통영,26.24,-999.0
조위관측,마산,-999.0,-999.0
조위관측,여수,26.9,-999.0
조위관측,대산,23.29,-999.0
조위관측,군산,25.86,-999.0
조위관측,가덕도,-999.0,-999.0
조위관측,울산,21.66,-999.0
조위관측,추자도,22.48,-999.0
조위관측,성산포,24.81,-999.0
조위관측,모슬포,21.87,-999.0
조위관측,장항,-999.0,-999.0
조위관측,보령,26.06,-999.0
조위관측,고흥발포,26.81,-999.0
조위관측,완도,25.35,-999.0
조위관측,진도,25.04,-999.0
조위관측,거제도,23.14,-999.0
조위관측,위도,-999.0,-999.0
조위관측,거문도,25.16,-999.0
조위관측,강화대교,-999.0,-999.0
조위관측,안흥,-999.0,-999.0
조위관측,흑산도,22.16,-999.0
조위관측,어청도,25.25,-999.0
조위관측,굴업도,-999.0,-999.0
조위관측,왕돌초,-999.0,-999.0
조위관측,복사초,-999.0,-999.0
조위관측,교본초,-999.0,-999.0
조위관측,영흥도,-999.0,-999.0
조위관측,영종대교,-999.0,-999.0
조위관측,광양,-999.0,-999.0
조위관측,태안,-999.0,-999.0
조위관측,서천마량,-999.0,-999.0
조위관측,인천송도,-999.0,-999.0
조위관측,부산항신항,-999.0,-999.0
조위관측,동해항,-999.0,-999.0
조위관측,경인항,-999.0,-999.0
조위관측,삼천포,26.95,-999.0
해양부이,이어도,27.066,0.87
해양부이,신안가거초,26.076,0.97
해양부이,옹진소청초,25.805,0.7
해양부이,경포대해수욕장,22.7,0.2
해양부이,상왕등도,25.27,0.53
해양부이,우이도,22.1,0.84
해양부이,생일도,24.76,0.4
해양부이,해운대해수욕장,18.45,0.39
해양부이,군산항,25.33,-999.0
해양부이,평택·당진항,24.72,-999.0
해양부이,대천해수욕장,25.44,0.27
해양부이,여수항,27.02,-999.0
해양부이,통영항,25.31,-999.0
해양부이,완도항,24.76,-999.0
해양부이,부산항,20.45,-999.0
해양부이,부산항신항,26.28,-999.0
해양부이,경인항,25.66,-999.0
해양부이,광양항,27.25,-999.0
해양부이,태안항,23.02,-999.0
해양부이,감천항,19.55,0.08
해양부이,인천항,25.15,-999.0
해양부이,마산항,26.65,-999.0
해양부이,송정해수욕장,20.13,0.8
해양부이,낙산해수욕장,22.39,0.17
해양부이,중문해수욕장,23.86,0.67
해양부이,제주남부,27.51,0.75
해양부이,대한해협,26.09,0.92
해양부이,남해동부,26.64,1.04
해양부이,제주해협,26.19,0.71
해양부이,울릉도북동,24.24,0.66
해양부이,울릉도북서,25.38,0.63
