OBS, STN, SST, MWHT
조위관측,인천,23.29,-999.0
조위관측,평택,21.66,-999.0
조위관측,영광,-999.0,-999.0
조위관측,제주,25.1,-999.0
조위관측,부산,22.45,-999.0
조위관측,묵호,21.74,-999.0
조위관측,목포,22.54,-999.0
조위관측,안산,23.11,-999.0
조위관측,포항,22.38,-999.0
조위관측,서귀포,22.8,-999.0
조위관측,후포,21.4,-999.0
조위관측,속초,21.36,-999.0
조위관측,울릉도,22.43,-999.0
조위관측,통영,22.5,-999.0
조위관측,마산,-999.0,-999.0
조위관측,여수,24.63,-999.0
조위관측,대산,18.8,-999.0
조위관측,군산,22.65,-999.0
조위관측,가덕도,-999.0,-999.0
조위관측,울산,19.58,-999.0
조위관측,추자도,21.9,-999.0
조위관측,성산포,24.5,-999.0
조위관측,모슬포,21.7,-999.0
조위관측,장항,-999.0,-999.0
조위관측,보령,23.5,-999.0
조위관측,고흥발포,23.82,-999.0
조위관측,완도,21.97,-999.0
조위관측,진도,20.88,-999.0
조위관측,거제도,23.1,-999.0
조위관측,위도,-999.0,-999.0
조위관측,거문도,22.05,-999.0
조위관측,강화대교,-999.0,-999.0
조위관측,안흥,-999.0,-999.0
조위관측,흑산도,20.56,-999.0
조위관측,어청도,21.46,-999.0
조위관측,굴업도,-999.0,-999.0
조위관측,왕돌초,-999.0,-999.0
조위관측,복사초,-999.0,-999.0
조위관측,교본초,-999.0,-999.0
조위관측,영흥도,-999.0,-999.0
조위관측,영종대교,-999.0,-999.0
조위관측,광양,-999.0,-999.0
조위관측,태안,-999.0,-999.0
조위관측,서천마량,-999.0,-999.0
조위관측,인천송도,-999.0,-999.0
조위관측,부산항신항,-999.0,-999.0
조위관측,동해항,-999.0,-999.0
조위관측,경인항,-999.0,-999.0
조위관측,삼천포,23.92,-999.0
해양부이,이어도,25.387,0.96
해양부이,신안가거초,25.14,0.86
해양부이,옹진소청초,22.489,0.77
해양부이,경포대해수욕장,22.59,0.52
해양부이,상왕등도,21.24,0.39
해양부이,우이도,-999.0,1.16
해양부이,생일도,21.37,0.34
해양부이,해운대해수욕장,21.25,0.56
해양부이,군산항,22.02,-999.0
해양부이,평택·당진항,20,-999.0
해양부이,대천해수욕장,23.05,0.24
해양부이,여수항,23.47,-999.0
해양부이,통영항,22.81,-999.0
해양부이,완도항,22.56,-999.0
해양부이,부산항,20.85,-999.0
해양부이,부산항신항,23.58,-999.0
해양부이,경인항,24.27,-999.0
해양부이,광양항,24,-999.0
해양부이,태안항,20.1,-999.0
해양부이,감천항,21.09,0.09
해양부이,인천항,22.68,-999.0
해양부이,마산항,24.13,-999.0
해양부이,송정해수욕장,22.26,0.59
해양부이,낙산해수욕장,21.29,0.46
해양부이,중문해수욕장,22.65,1.04
해양부이,제주남부,26.5,-999.0
해양부이,대한해협,23.1,0.95
해양부이,남해동부,-999.0,-999.0
해양부이,제주해협,25.7,0.63
해양부이,울릉도북동,22.23,0.76
해양부이,울릉도북서,22.38,0.53
