OBS, STN, SST, MWHT
조위관측,인천,22.76,-999.0
조위관측,평택,21.36,-999.0
조위관측,영광,-999.0,-999.0
조위관측,제주,24.9,-999.0
조위관측,부산,22.18,-999.0
조위관측,묵호,21.47,-999.0
조위관측,목포,22.73,-999.0
조위관측,안산,24.13,-999.0
조위관측,포항,22.31,-999.0
조위관측,서귀포,22,-999.0
조위관측,후포,22.3,-999.0
조위관측,속초,21.23,-999.0
조위관측,울릉도,22.59,-999.0
조위관측,통영,22.4,-999.0
조위관측,마산,-999.0,-999.0
조위관측,여수,24.09,-999.0
조위관측,대산,18.25,-999.0
조위관측,군산,22.33,-999.0
조위관측,가덕도,-999.0,-999.0
조위관측,울산,20.17,-999.0
조위관측,추자도,21.8,-999.0
조위관측,성산포,24.3,-999.0
조위관측,모슬포,21.4,-999.0
조위관측,장항,-999.0,-999.0
조위관측,보령,23.5,-999.0
조위관측,고흥발포,23.75,-999.0
조위관측,완도,21.33,-999.0
조위관측,진도,20.97,-999.0
조위관측,거제도,22.1,-999.0
조위관측,위도,-999.0,-999.0
조위관측,거문도,21.78,-999.0
조위관측,강화대교,-999.0,-999.0
조위관측,안흥,-999.0,-999.0
조위관측,흑산도,21.53,-999.0
조위관측,어청도,21.23,-999.0
조위관측,굴업도,-999.0,-999.0
조위관측,왕돌초,-999.0,-999.0
조위관측,복사초,-999.0,-999.0
조위관측,교본초,-999.0,-999.0
조위관측,영흥도,-999.0,-999.0
조위관측,영종대교,-999.0,-999.0
조위관측,광양,-999.0,-999.0
조위관측,태안,-999.0,-999.0
조위관측,서천마량,-999.0,-999.0
조위관측,인천송도,-999.0,-999.0
조위관측,부산항신항,-999.0,-999.0
조위관측,동해항,-999.0,-999.0
조위관측,경인항,-999.0,-999.0
조위관측,삼천포,23.95,-999.0
해양부이,이어도,25.392,1.3
해양부이,신안가거초,25.013,1.05
해양부이,옹진소청초,21.897,0.61
해양부이,경포대해수욕장,22.31,0.53
해양부이,상왕등도,21.44,0.28
해양부이,우이도,-999.0,0.89
해양부이,생일도,21.33,0.46
해양부이,해운대해수욕장,21.4,0.69
해양부이,군산항,22.59,-999.0
해양부이,평택·당진항,20.96,-999.0
해양부이,대천해수욕장,22.94,0.27
해양부이,여수항,23.67,-999.0
해양부이,통영항,22.64,-999.0
해양부이,완도항,21.81,-999.0
해양부이,부산항,20.49,-999.0
해양부이,부산항신항,23.02,-999.0
해양부이,경인항,23.06,-999.0
해양부이,광양항,23.59,-999.0
해양부이,태안항,19.92,-999.0
해양부이,감천항,21.78,0.09
해양부이,인천항,22.25,-999.0
해양부이,마산항,23.81,-999.0
해양부이,송정해수욕장,22.22,0.57
해양부이,낙산해수욕장,22.47,0.43
해양부이,중문해수욕장,22.68,1.17
해양부이,제주남부,26.2,-999.0
해양부이,대한해협,22.7,1.05
해양부이,남해동부,-999.0,-999.0
해양부이,제주해협,25.3,0.65
해양부이,울릉도북동,21.6,0.72
해양부이,울릉도북서,22.65,0.57
